source,label,corpus,role,alpha,score,correction,n_points,n_patients,prevalence,n_positive,coverage_mean,coverage_sd,coverage_diagnosis_mean,coverage_diagnosis_sd,coverage_no_diagnosis_mean,coverage_no_diagnosis_sd,mean_set_size_mean,mean_set_size_sd,threshold_no_diagnosis_mean,threshold_diagnosis_mean,threshold_diagnosis_n_infinite,n_draws_target_prior_unidentified,calibration_n_mean,calibration_effective_size_mean,n_draws
cpsc,NSR,ptbxl,away,0.1,aps,none,8000,6937,0.82675,6614,0.3536,0.0141,0.238,0.0152,0.9052,0.0121,1.1271,0.0208,0.89603,0.89603,0,0,1000.0,1000.0,200
cpsc,NSR,chapman_ningbo,away,0.1,aps,none,7983,7983,0.18539,1480,0.8406,0.0107,0.4473,0.0219,0.9301,0.0086,1.1366,0.0217,0.89603,0.89603,0,0,1000.0,1000.0,200
cpsc,NSR,georgia,away,0.1,aps,none,4115,4115,0.17375,715,0.8322,0.0111,0.4247,0.0207,0.9179,0.0099,1.0595,0.0179,0.89603,0.89603,0,0,1000.0,1000.0,200
cpsc,NSR,cpsc,home,0.1,aps,none,4124,4124,0.08754,361,0.9017,0.0105,0.7168,0.0217,0.9194,0.01,1.0702,0.0189,0.89603,0.89603,0,0,1000.0,1000.0,200
cpsc,NSR,cpsc-calibration-holdout,calibration holdout,0.1,aps,mondrian,2000,2000,0.098,196,0.9003,0.0135,0.9008,0.0449,0.9003,0.0138,1.2327,0.0523,0.87452,0.97884,0,0,1000.0,1000.0,200
cpsc,NSR,ptbxl,away,0.1,aps,mondrian,8000,6937,0.82675,6614,0.5787,0.0522,0.5146,0.063,0.8845,0.0128,1.3475,0.0576,0.87452,0.97884,0,0,1000.0,1000.0,200
cpsc,NSR,chapman_ningbo,away,0.1,aps,mondrian,7983,7983,0.18539,1480,0.8788,0.0123,0.7313,0.0508,0.9124,0.0094,1.3433,0.0491,0.87452,0.97884,0,0,1000.0,1000.0,200
cpsc,NSR,georgia,away,0.1,aps,mondrian,4115,4115,0.17375,715,0.8611,0.0128,0.6867,0.0514,0.8978,0.0111,1.218,0.0529,0.87452,0.97884,0,0,1000.0,1000.0,200
cpsc,NSR,cpsc,home,0.1,aps,mondrian,4124,4124,0.08754,361,0.8997,0.0102,0.8971,0.0278,0.9,0.0107,1.2307,0.05,0.87452,0.97884,0,0,1000.0,1000.0,200
cpsc,NSR,cpsc-calibration-holdout,calibration holdout,0.1,aps,weighted,2000,2000,0.098,196,0.9017,0.0144,0.7174,0.047,0.9218,0.013,1.0749,0.026,0.89739,0.89735,0,0,1000.0,992.0,200
cpsc,NSR,ptbxl,away,0.1,aps,weighted,8000,6937,0.82675,6614,0.3492,0.0144,0.2333,0.0155,0.9023,0.0126,1.1206,0.0215,0.89308,0.89291,0,0,1000.0,995.3,200
cpsc,NSR,chapman_ningbo,away,0.1,aps,weighted,7983,7983,0.18539,1480,0.8354,0.0113,0.4365,0.0228,0.9262,0.0092,1.1256,0.0225,0.89107,0.89079,0,0,1000.0,990.8,200
cpsc,NSR,georgia,away,0.1,aps,weighted,4115,4115,0.17375,715,0.8283,0.0115,0.4181,0.0207,0.9146,0.0103,1.0528,0.0184,0.89239,0.89217,0,0,1000.0,994.1,200
cpsc,NSR,cpsc,home,0.1,aps,weighted,4124,4124,0.08754,361,0.9016,0.0108,0.7169,0.0226,0.9193,0.0103,1.0701,0.0197,0.89599,0.896,0,0,1000.0,998.0,200
cpsc,NSR,cpsc-calibration-holdout,calibration holdout,0.05,lac,none,2000,2000,0.098,196,0.9503,0.01,0.5945,0.0546,0.9891,0.0045,1.0615,0.0118,0.61666,0.61666,0,0,1000.0,1000.0,200
cpsc,NSR,ptbxl,away,0.05,lac,none,8000,6937,0.82675,6614,0.2812,0.0117,0.1306,0.0142,1.0,0.0,1.0848,0.0168,0.61666,0.61666,0,0,1000.0,1000.0,200
cpsc,NSR,chapman_ningbo,away,0.05,lac,none,7983,7983,0.18539,1480,0.86,0.0054,0.2895,0.0205,0.9899,0.0019,1.0837,0.0158,0.61666,0.61666,0,0,1000.0,1000.0,200
cpsc,NSR,georgia,away,0.05,lac,none,4115,4115,0.17375,715,0.8686,0.0049,0.3045,0.0166,0.9872,0.0024,1.0552,0.0113,0.61666,0.61666,0,0,1000.0,1000.0,200
cpsc,NSR,cpsc,home,0.05,lac,none,4124,4124,0.08754,361,0.954,0.0042,0.622,0.0241,0.9859,0.0024,1.062,0.0114,0.61666,0.61666,0,0,1000.0,1000.0,200
cpsc,NSR,cpsc-calibration-holdout,calibration holdout,0.05,lac,mondrian,2000,2000,0.098,196,0.9512,0.0097,0.9542,0.0293,0.9509,0.0107,1.288,0.0485,0.36963,0.96329,0,0,1000.0,1000.0,200
cpsc,NSR,ptbxl,away,0.05,lac,mondrian,8000,6937,0.82675,6614,0.6613,0.0498,0.5906,0.0603,0.9984,0.001,1.3875,0.0538,0.36963,0.96329,0,0,1000.0,1000.0,200
cpsc,NSR,chapman_ningbo,away,0.05,lac,mondrian,7983,7983,0.18539,1480,0.9076,0.0106,0.8134,0.0432,0.929,0.0101,1.3812,0.0442,0.36963,0.96329,0,0,1000.0,1000.0,200
cpsc,NSR,georgia,away,0.05,lac,mondrian,4115,4115,0.17375,715,0.9195,0.008,0.7565,0.0435,0.9538,0.0046,1.2771,0.0498,0.36963,0.96329,0,0,1000.0,1000.0,200
cpsc,NSR,cpsc,home,0.05,lac,mondrian,4124,4124,0.08754,361,0.9475,0.0051,0.946,0.0151,0.9476,0.0055,1.2869,0.0471,0.36963,0.96329,0,0,1000.0,1000.0,200
cpsc,NSR,cpsc-calibration-holdout,calibration holdout,0.05,lac,weighted,2000,2000,0.098,196,0.9514,0.0128,0.601,0.0889,0.9895,0.005,1.067,0.0304,0.6244,0.62496,0,0,1000.0,992.0,200
cpsc,NSR,ptbxl,away,0.05,lac,weighted,8000,6937,0.82675,6614,0.267,0.0131,0.1134,0.0159,1.0,0.0,1.0636,0.0202,0.58806,0.58716,0,0,1000.0,995.3,200
cpsc,NSR,chapman_ningbo,away,0.05,lac,weighted,7983,7983,0.18539,1480,0.8477,0.0072,0.2436,0.0255,0.9852,0.0031,1.0491,0.0198,0.56847,0.56719,0,0,1000.0,990.8,200
cpsc,NSR,georgia,away,0.05,lac,weighted,4115,4115,0.17375,715,0.8604,0.0066,0.2754,0.0239,0.9834,0.003,1.0377,0.0136,0.58138,0.58058,0,0,1000.0,994.1,200
cpsc,NSR,cpsc,home,0.05,lac,weighted,4124,4124,0.08754,361,0.9537,0.0056,0.6197,0.0329,0.9857,0.003,1.0613,0.0154,0.61547,0.6153,0,0,1000.0,998.0,200
cpsc,NSR,cpsc-calibration-holdout,calibration holdout,0.05,aps,none,2000,2000,0.098,196,0.9495,0.0098,0.8199,0.0394,0.9637,0.0085,1.1878,0.0255,0.94631,0.94631,0,0,1000.0,1000.0,200
cpsc,NSR,ptbxl,away,0.05,aps,none,8000,6937,0.82675,6614,0.4549,0.0198,0.3503,0.0225,0.9538,0.0083,1.2616,0.0243,0.94631,0.94631,0,0,1000.0,1000.0,200
cpsc,NSR,chapman_ningbo,away,0.05,aps,none,7983,7983,0.18539,1480,0.8961,0.0088,0.5785,0.0245,0.9683,0.0057,1.2706,0.0235,0.94631,0.94631,0,0,1000.0,1000.0,200
cpsc,NSR,georgia,away,0.05,aps,none,4115,4115,0.17375,715,0.8895,0.0092,0.5432,0.0242,0.9623,0.0067,1.1697,0.0199,0.94631,0.94631,0,0,1000.0,1000.0,200
cpsc,NSR,cpsc,home,0.05,aps,none,4124,4124,0.08754,361,0.9496,0.0074,0.8116,0.0218,0.9628,0.0066,1.1845,0.0207,0.94631,0.94631,0,0,1000.0,1000.0,200
cpsc,NSR,cpsc-calibration-holdout,calibration holdout,0.05,aps,mondrian,2000,2000,0.098,196,0.9506,0.0093,0.9508,0.0314,0.9507,0.0097,1.4118,0.0816,0.93028,0.99164,0,0,1000.0,1000.0,200
cpsc,NSR,ptbxl,away,0.05,aps,mondrian,8000,6937,0.82675,6614,0.7147,0.0711,0.6678,0.086,0.9384,0.0102,1.5353,0.0834,0.93028,0.99164,0,0,1000.0,1000.0,200
cpsc,NSR,chapman_ningbo,away,0.05,aps,mondrian,7983,7983,0.18539,1480,0.9346,0.0117,0.8375,0.0536,0.9567,0.007,1.5055,0.0701,0.93028,0.99164,0,0,1000.0,1000.0,200
cpsc,NSR,georgia,away,0.05,aps,mondrian,4115,4115,0.17375,715,0.9242,0.0136,0.8081,0.0683,0.9486,0.0082,1.4162,0.0956,0.93028,0.99164,0,0,1000.0,1000.0,200
cpsc,NSR,cpsc,home,0.05,aps,mondrian,4124,4124,0.08754,361,0.9494,0.0075,0.9484,0.0242,0.9495,0.0078,1.4109,0.0798,0.93028,0.99164,0,0,1000.0,1000.0,200
cpsc,NSR,cpsc-calibration-holdout,calibration holdout,0.05,aps,weighted,2000,2000,0.098,196,0.9507,0.0108,0.8227,0.0427,0.9647,0.0091,1.1921,0.0316,0.94752,0.94756,0,0,1000.0,992.0,200
cpsc,NSR,ptbxl,away,0.05,aps,weighted,8000,6937,0.82675,6614,0.4493,0.0199,0.3439,0.0226,0.9521,0.0086,1.2548,0.0244,0.94443,0.94427,0,0,1000.0,995.3,200
cpsc,NSR,chapman_ningbo,away,0.05,aps,weighted,7983,7983,0.18539,1480,0.8919,0.009,0.5663,0.0251,0.966,0.0058,1.259,0.0235,0.94298,0.94269,0,0,1000.0,990.8,200
cpsc,NSR,georgia,away,0.05,aps,weighted,4115,4115,0.17375,715,0.8866,0.0094,0.5355,0.0241,0.9604,0.007,1.1631,0.0201,0.94399,0.94373,0,0,1000.0,994.1,200
cpsc,NSR,cpsc,home,0.05,aps,weighted,4124,4124,0.08754,361,0.9499,0.0076,0.8121,0.0225,0.9631,0.0067,1.1856,0.0221,0.94669,0.94663,0,0,1000.0,998.0,200
cpsc,AF,cpsc-calibration-holdout,calibration holdout,0.2,lac,none,2000,2000,0.149,298,0.7985,0.0191,0.053,0.0228,0.9296,0.0145,0.8097,0.0195,0.04894,0.04894,0,0,1000.0,1000.0,200
cpsc,AF,ptbxl,away,0.2,lac,none,8000,6937,0.06875,550,0.8507,0.0126,0.021,0.0101,0.9119,0.0129,0.8541,0.0131,0.04894,0.04894,0,0,1000.0,1000.0,200
cpsc,AF,sph,away,0.2,lac,none,8000,7671,0.027,216,0.9596,0.003,0.0977,0.0287,0.9835,0.0024,0.96,0.0031,0.04894,0.04894,0,0,1000.0,1000.0,200
cpsc,AF,chapman_ningbo,away,0.2,lac,none,7983,7983,0.04021,321,0.695,0.0106,0.0463,0.0145,0.7222,0.0104,0.701,0.0126,0.04894,0.04894,0,0,1000.0,1000.0,200
cpsc,AF,georgia,away,0.2,lac,none,4115,4115,0.05225,215,0.8336,0.0131,0.0381,0.0142,0.8775,0.0131,0.8416,0.0137,0.04894,0.04894,0,0,1000.0,1000.0,200
cpsc,AF,cpsc,home,0.2,lac,none,4124,4124,0.13312,549,0.8131,0.0095,0.0613,0.0196,0.9285,0.008,0.8194,0.0102,0.04894,0.04894,0,0,1000.0,1000.0,200
cpsc,AF,cpsc-calibration-holdout,calibration holdout,0.2,lac,mondrian,2000,2000,0.149,298,0.7988,0.0188,0.8013,0.0442,0.7983,0.0211,0.8264,0.0185,0.01,0.69196,0,0,1000.0,1000.0,200
cpsc,AF,ptbxl,away,0.2,lac,mondrian,8000,6937,0.06875,550,0.7166,0.0111,0.7917,0.0257,0.711,0.0119,0.7337,0.0116,0.01,0.69196,0,0,1000.0,1000.0,200
cpsc,AF,sph,away,0.2,lac,mondrian,8000,7671,0.027,216,0.925,0.0051,0.9315,0.0108,0.9249,0.0053,0.9288,0.0052,0.01,0.69196,0,0,1000.0,1000.0,200
cpsc,AF,chapman_ningbo,away,0.2,lac,mondrian,7983,7983,0.04021,321,0.5992,0.0084,0.8757,0.0258,0.5876,0.0088,0.7625,0.0125,0.01,0.69196,0,0,1000.0,1000.0,200
cpsc,AF,georgia,away,0.2,lac,mondrian,4115,4115,0.05225,215,0.705,0.009,0.7363,0.0224,0.7033,0.0094,0.745,0.0102,0.01,0.69196,0,0,1000.0,1000.0,200
cpsc,AF,cpsc,home,0.2,lac,mondrian,4124,4124,0.13312,549,0.8027,0.0089,0.8139,0.0244,0.801,0.0096,0.8254,0.0097,0.01,0.69196,0,0,1000.0,1000.0,200
cpsc,AF,cpsc-calibration-holdout,calibration holdout,0.2,lac,weighted,2000,2000,0.149,298,0.8006,0.017,0.0595,0.0356,0.9309,0.0171,0.8119,0.0178,0.05186,0.05194,0,0,1000.0,995.8,200
cpsc,AF,ptbxl,away,0.2,lac,weighted,8000,6937,0.06875,550,0.724,0.0152,0.0004,0.0009,0.7774,0.0163,0.7255,0.0154,0.0144,0.01431,0,0,1000.0,931.1,200
cpsc,AF,sph,away,0.2,lac,weighted,8000,7671,0.027,216,0.9048,0.0084,0.0098,0.0704,0.9297,0.0071,0.91,0.0776,0.01058,0.01054,1,1,1000.0,870.6,200
cpsc,AF,chapman_ningbo,away,0.2,lac,weighted,7983,7983,0.04021,321,0.7436,0.0113,0.1549,0.0331,0.7683,0.0104,0.7709,0.0182,0.11433,0.11479,0,0,1000.0,978.2,200
cpsc,AF,georgia,away,0.2,lac,weighted,4115,4115,0.05225,215,0.7163,0.0117,0.0044,0.001,0.7555,0.0123,0.7208,0.0118,0.01499,0.01489,0,0,1000.0,936.2,200
cpsc,AF,cpsc,home,0.2,lac,weighted,4124,4124,0.13312,549,0.7969,0.0072,0.0353,0.0096,0.9138,0.0069,0.8018,0.0078,0.03477,0.03473,0,0,1000.0,996.3,200
cpsc,AF,cpsc-calibration-holdout,calibration holdout,0.2,aps,none,2000,2000,0.149,298,0.801,0.0195,0.729,0.0349,0.8136,0.0198,0.8907,0.0213,0.81356,0.81356,0,0,1000.0,1000.0,200
cpsc,AF,ptbxl,away,0.2,aps,none,8000,6937,0.06875,550,0.815,0.0132,0.7112,0.0178,0.8227,0.0132,0.8659,0.0151,0.81356,0.81356,0,0,1000.0,1000.0,200
cpsc,AF,sph,away,0.2,aps,none,8000,7671,0.027,216,0.8173,0.0126,0.8529,0.0242,0.8163,0.0125,0.8289,0.0132,0.81356,0.81356,0,0,1000.0,1000.0,200
cpsc,AF,chapman_ningbo,away,0.2,aps,none,7983,7983,0.04021,321,0.7703,0.0134,0.7934,0.0186,0.7693,0.0135,0.9335,0.0176,0.81356,0.81356,0,0,1000.0,1000.0,200
cpsc,AF,georgia,away,0.2,aps,none,4115,4115,0.05225,215,0.808,0.0132,0.6606,0.0214,0.8162,0.0133,0.8695,0.0154,0.81356,0.81356,0,0,1000.0,1000.0,200
cpsc,AF,cpsc,home,0.2,aps,none,4124,4124,0.13312,549,0.8047,0.0139,0.7331,0.0177,0.8157,0.0141,0.8809,0.0165,0.81356,0.81356,0,0,1000.0,1000.0,200
cpsc,AF,cpsc-calibration-holdout,calibration holdout,0.2,aps,mondrian,2000,2000,0.149,298,0.8009,0.0197,0.8004,0.044,0.8009,0.0211,0.8937,0.0221,0.80145,0.8843,0,0,1000.0,1000.0,200
cpsc,AF,ptbxl,away,0.2,aps,mondrian,8000,6937,0.06875,550,0.8088,0.0138,0.7867,0.0328,0.8105,0.0145,0.8663,0.0165,0.80145,0.8843,0,0,1000.0,1000.0,200
cpsc,AF,sph,away,0.2,aps,mondrian,8000,7671,0.027,216,0.8072,0.0136,0.9155,0.0238,0.8042,0.014,0.8201,0.0141,0.80145,0.8843,0,0,1000.0,1000.0,200
cpsc,AF,chapman_ningbo,away,0.2,aps,mondrian,7983,7983,0.04021,321,0.761,0.0144,0.8641,0.0312,0.7567,0.0149,0.9501,0.0203,0.80145,0.8843,0,0,1000.0,1000.0,200
cpsc,AF,georgia,away,0.2,aps,mondrian,4115,4115,0.05225,215,0.8009,0.0139,0.7423,0.0346,0.8041,0.0144,0.8745,0.0173,0.80145,0.8843,0,0,1000.0,1000.0,200
cpsc,AF,cpsc,home,0.2,aps,mondrian,4124,4124,0.13312,549,0.8048,0.0145,0.8124,0.0315,0.8036,0.0155,0.885,0.0175,0.80145,0.8843,0,0,1000.0,1000.0,200
cpsc,AF,cpsc-calibration-holdout,calibration holdout,0.2,aps,weighted,2000,2000,0.149,298,0.8017,0.0196,0.7296,0.036,0.8144,0.0197,0.8916,0.0217,0.8142,0.81417,0,0,1000.0,995.8,200
cpsc,AF,ptbxl,away,0.2,aps,weighted,8000,6937,0.06875,550,0.807,0.0139,0.7031,0.0181,0.8147,0.0139,0.8566,0.0158,0.80559,0.80495,0,0,1000.0,931.1,200
cpsc,AF,sph,away,0.2,aps,weighted,8000,7671,0.027,216,0.8072,0.0194,0.843,0.0261,0.8062,0.0195,0.8231,0.0849,0.80245,0.80171,1,1,1000.0,870.6,200
cpsc,AF,chapman_ningbo,away,0.2,aps,weighted,7983,7983,0.04021,321,0.775,0.0136,0.7984,0.0188,0.774,0.0137,0.94,0.018,0.81807,0.81842,0,0,1000.0,978.2,200
cpsc,AF,georgia,away,0.2,aps,weighted,4115,4115,0.05225,215,0.8005,0.0137,0.6529,0.0228,0.8087,0.0137,0.8605,0.0159,0.806,0.80532,0,0,1000.0,936.2,200
cpsc,AF,cpsc,home,0.2,aps,weighted,4124,4124,0.13312,549,0.8033,0.0142,0.7314,0.0182,0.8143,0.0144,0.8792,0.0169,0.81219,0.81209,0,0,1000.0,996.3,200
cpsc,AF,cpsc-calibration-holdout,calibration holdout,0.1,lac,none,2000,2000,0.149,298,0.899,0.0137,0.4782,0.0601,0.9732,0.0048,0.9383,0.0151,0.31678,0.31678,0,0,1000.0,1000.0,200
cpsc,AF,ptbxl,away,0.1,lac,none,8000,6937,0.06875,550,0.9424,0.0043,0.3908,0.0383,0.9831,0.0018,0.9623,0.0068,0.31678,0.31678,0,0,1000.0,1000.0,200
cpsc,AF,sph,away,0.1,lac,none,8000,7671,0.027,216,0.9875,0.0015,0.6677,0.0426,0.9963,0.0004,0.9909,0.002,0.31678,0.31678,0,0,1000.0,1000.0,200
cpsc,AF,chapman_ningbo,away,0.1,lac,none,7983,7983,0.04021,321,0.8192,0.0098,0.5138,0.0483,0.832,0.0082,0.9019,0.0184,0.31678,0.31678,0,0,1000.0,1000.0,200
cpsc,AF,georgia,away,0.1,lac,none,4115,4115,0.05225,215,0.9326,0.0054,0.3986,0.0423,0.9621,0.0034,0.9606,0.0079,0.31678,0.31678,0,0,1000.0,1000.0,200
cpsc,AF,cpsc,home,0.1,lac,none,4124,4124,0.13312,549,0.9157,0.006,0.5158,0.0329,0.9771,0.0019,0.9488,0.0097,0.31678,0.31678,0,0,1000.0,1000.0,200
cpsc,AF,cpsc-calibration-holdout,calibration holdout,0.1,lac,mondrian,2000,2000,0.149,298,0.9,0.0146,0.9032,0.0341,0.8994,0.0163,0.9444,0.0157,0.02788,0.87859,0,0,1000.0,1000.0,200
cpsc,AF,ptbxl,away,0.1,lac,mondrian,8000,6937,0.06875,550,0.8691,0.0116,0.9078,0.0278,0.8662,0.0124,0.9129,0.02,0.02788,0.87859,0,0,1000.0,1000.0,200
cpsc,AF,sph,away,0.1,lac,mondrian,8000,7671,0.027,216,0.9747,0.0025,0.986,0.0093,0.9744,0.0026,0.9841,0.0037,0.02788,0.87859,0,0,1000.0,1000.0,200
cpsc,AF,chapman_ningbo,away,0.1,lac,mondrian,7983,7983,0.04021,321,0.7021,0.0077,0.9708,0.019,0.6908,0.008,0.9237,0.0219,0.02788,0.87859,0,0,1000.0,1000.0,200
cpsc,AF,georgia,away,0.1,lac,mondrian,4115,4115,0.05225,215,0.8327,0.0119,0.8647,0.0252,0.831,0.0126,0.9119,0.021,0.02788,0.87859,0,0,1000.0,1000.0,200
cpsc,AF,cpsc,home,0.1,lac,mondrian,4124,4124,0.13312,549,0.9071,0.0057,0.9265,0.0194,0.9042,0.0061,0.9492,0.0126,0.02788,0.87859,0,0,1000.0,1000.0,200
cpsc,AF,cpsc-calibration-holdout,calibration holdout,0.1,lac,weighted,2000,2000,0.149,298,0.9001,0.0151,0.483,0.0872,0.9732,0.0047,0.9403,0.0191,0.32291,0.32326,0,0,1000.0,995.8,200
cpsc,AF,ptbxl,away,0.1,lac,weighted,8000,6937,0.06875,550,0.8693,0.008,0.0361,0.0121,0.9308,0.0078,0.8738,0.0087,0.06515,0.0641,0,0,1000.0,931.1,200
cpsc,AF,sph,away,0.1,lac,weighted,8000,7671,0.027,216,0.9522,0.0041,0.0459,0.0684,0.9774,0.0027,0.9576,0.0741,0.03183,0.03139,1,1,1000.0,870.6,200
cpsc,AF,chapman_ningbo,away,0.1,lac,weighted,7983,7983,0.04021,321,0.8476,0.0094,0.6344,0.0347,0.8566,0.0084,0.9588,0.0194,0.41981,0.42193,0,0,1000.0,978.2,200
cpsc,AF,georgia,away,0.1,lac,weighted,4115,4115,0.05225,215,0.8581,0.0086,0.0699,0.0162,0.9016,0.0083,0.8678,0.0093,0.07141,0.0703,0,0,1000.0,936.2,200
cpsc,AF,cpsc,home,0.1,lac,weighted,4124,4124,0.13312,549,0.9082,0.0055,0.4719,0.0327,0.9751,0.0014,0.9367,0.0088,0.27902,0.27855,0,0,1000.0,996.3,200
cpsc,AF,cpsc-calibration-holdout,calibration holdout,0.1,aps,none,2000,2000,0.149,298,0.8993,0.0137,0.8281,0.0288,0.9119,0.0135,1.0237,0.0179,0.91025,0.91025,0,0,1000.0,1000.0,200
cpsc,AF,ptbxl,away,0.1,aps,none,8000,6937,0.06875,550,0.9122,0.0097,0.8184,0.0156,0.9191,0.0096,0.9874,0.0133,0.91025,0.91025,0,0,1000.0,1000.0,200
cpsc,AF,sph,away,0.1,aps,none,8000,7671,0.027,216,0.9138,0.0094,0.9352,0.0153,0.9132,0.0094,0.9337,0.0106,0.91025,0.91025,0,0,1000.0,1000.0,200
cpsc,AF,chapman_ningbo,away,0.1,aps,none,7983,7983,0.04021,321,0.8784,0.0115,0.8931,0.0165,0.8778,0.0116,1.0884,0.0177,0.91025,0.91025,0,0,1000.0,1000.0,200
cpsc,AF,georgia,away,0.1,aps,none,4115,4115,0.05225,215,0.9058,0.0102,0.7741,0.0195,0.913,0.0102,0.9954,0.0141,0.91025,0.91025,0,0,1000.0,1000.0,200
cpsc,AF,cpsc,home,0.1,aps,none,4124,4124,0.13312,549,0.9046,0.0101,0.8432,0.0132,0.914,0.0103,1.013,0.0145,0.91025,0.91025,0,0,1000.0,1000.0,200
cpsc,AF,cpsc-calibration-holdout,calibration holdout,0.1,aps,mondrian,2000,2000,0.149,298,0.9005,0.014,0.9035,0.034,0.9,0.0147,1.0467,0.0258,0.89873,0.97002,0,0,1000.0,1000.0,200
cpsc,AF,ptbxl,away,0.1,aps,mondrian,8000,6937,0.06875,550,0.9079,0.0104,0.9105,0.0245,0.9078,0.0109,1.0275,0.0288,0.89873,0.97002,0,0,1000.0,1000.0,200
cpsc,AF,sph,away,0.1,aps,mondrian,8000,7671,0.027,216,0.9037,0.0104,0.9765,0.012,0.9017,0.0107,0.9312,0.0127,0.89873,0.97002,0,0,1000.0,1000.0,200
cpsc,AF,chapman_ningbo,away,0.1,aps,mondrian,7983,7983,0.04021,321,0.8679,0.0125,0.9621,0.0176,0.8639,0.013,1.1377,0.0277,0.89873,0.97002,0,0,1000.0,1000.0,200
cpsc,AF,georgia,away,0.1,aps,mondrian,4115,4115,0.05225,215,0.8995,0.011,0.8623,0.0259,0.9016,0.0115,1.0395,0.0292,0.89873,0.97002,0,0,1000.0,1000.0,200
cpsc,AF,cpsc,home,0.1,aps,mondrian,4124,4124,0.13312,549,0.9049,0.0104,0.9209,0.0191,0.9025,0.0116,1.0379,0.0212,0.89873,0.97002,0,0,1000.0,1000.0,200
cpsc,AF,cpsc-calibration-holdout,calibration holdout,0.1,aps,weighted,2000,2000,0.149,298,0.8999,0.0139,0.8283,0.0291,0.9125,0.0135,1.0248,0.019,0.91084,0.91091,0,0,1000.0,995.8,200
cpsc,AF,ptbxl,away,0.1,aps,weighted,8000,6937,0.06875,550,0.9046,0.0105,0.8086,0.0166,0.9117,0.0103,0.9767,0.014,0.90272,0.90215,0,0,1000.0,931.1,200
cpsc,AF,sph,away,0.1,aps,weighted,8000,7671,0.027,216,0.9038,0.0125,0.9276,0.0182,0.9031,0.0125,0.9272,0.0771,0.89964,0.89874,1,1,1000.0,870.6,200
cpsc,AF,chapman_ningbo,away,0.1,aps,weighted,7983,7983,0.04021,321,0.8838,0.0121,0.8981,0.0166,0.8832,0.0121,1.0971,0.0186,0.91465,0.91501,0,0,1000.0,978.2,200
cpsc,AF,georgia,away,0.1,aps,weighted,4115,4115,0.05225,215,0.8985,0.0109,0.7638,0.0212,0.9059,0.0109,0.9848,0.0151,0.90312,0.90241,0,0,1000.0,936.2,200
cpsc,AF,cpsc,home,0.1,aps,weighted,4124,4124,0.13312,549,0.9035,0.0104,0.8419,0.0136,0.9129,0.0106,1.0113,0.0149,0.90911,0.90898,0,0,1000.0,996.3,200
cpsc,AF,cpsc-calibration-holdout,calibration holdout,0.05,lac,none,2000,2000,0.149,298,0.9491,0.0101,0.7334,0.0496,0.9871,0.0037,1.0341,0.0122,0.60275,0.60275,0,0,1000.0,1000.0,200
cpsc,AF,ptbxl,away,0.05,lac,none,8000,6937,0.06875,550,0.9735,0.0028,0.7142,0.0306,0.9926,0.0008,1.0208,0.007,0.60275,0.60275,0,0,1000.0,1000.0,200
cpsc,AF,sph,away,0.05,lac,none,8000,7671,0.027,216,0.9951,0.0007,0.8949,0.0178,0.9978,0.0002,1.0042,0.0017,0.60275,0.60275,0,0,1000.0,1000.0,200
cpsc,AF,chapman_ningbo,away,0.05,lac,none,7983,7983,0.04021,321,0.8955,0.0092,0.8035,0.0333,0.8993,0.0082,1.0538,0.0179,0.60275,0.60275,0,0,1000.0,1000.0,200
cpsc,AF,georgia,away,0.05,lac,none,4115,4115,0.05225,215,0.9653,0.0032,0.6737,0.0294,0.9814,0.0018,1.0216,0.0068,0.60275,0.60275,0,0,1000.0,1000.0,200
cpsc,AF,cpsc,home,0.05,lac,none,4124,4124,0.13312,549,0.9573,0.0044,0.7469,0.0264,0.9897,0.0011,1.029,0.0096,0.60275,0.60275,0,0,1000.0,1000.0,200
cpsc,AF,cpsc-calibration-holdout,calibration holdout,0.05,lac,mondrian,2000,2000,0.149,298,0.9506,0.01,0.9535,0.0252,0.9501,0.0111,1.0636,0.0496,0.08314,0.97211,0,0,1000.0,1000.0,200
cpsc,AF,ptbxl,away,0.05,lac,mondrian,8000,6937,0.06875,550,0.9433,0.0112,0.9703,0.0114,0.9413,0.012,1.0976,0.0758,0.08314,0.97211,0,0,1000.0,1000.0,200
cpsc,AF,sph,away,0.05,lac,mondrian,8000,7671,0.027,216,0.9887,0.0017,0.9951,0.0011,0.9885,0.0018,1.0238,0.03,0.08314,0.97211,0,0,1000.0,1000.0,200
cpsc,AF,chapman_ningbo,away,0.05,lac,mondrian,7983,7983,0.04021,321,0.7606,0.0135,0.9984,0.0026,0.7506,0.0141,1.0756,0.0554,0.08314,0.97211,0,0,1000.0,1000.0,200
cpsc,AF,georgia,away,0.05,lac,mondrian,4115,4115,0.05225,215,0.9076,0.0114,0.9192,0.0137,0.9069,0.012,1.095,0.0654,0.08314,0.97211,0,0,1000.0,1000.0,200
cpsc,AF,cpsc,home,0.05,lac,mondrian,4124,4124,0.13312,549,0.9504,0.0068,0.9659,0.0087,0.948,0.0077,1.0576,0.0507,0.08314,0.97211,0,0,1000.0,1000.0,200
cpsc,AF,cpsc-calibration-holdout,calibration holdout,0.05,lac,weighted,2000,2000,0.149,298,0.9495,0.0113,0.7353,0.0623,0.987,0.0037,1.0353,0.0187,0.60551,0.60585,0,0,1000.0,995.8,200
