source,label,corpus,role,correction,subgroup_kind,subgroup,n_positive,n_positive_patients,thin,coverage,sd_over_calibration_draws,bootstrap_lo,bootstrap_hi,bootstrap_width,chow_coverage,conformal_minus_chow
chapman_ningbo,RBBB,chapman_ningbo,home,none,age,>=75,158,158,False,0.013,0.0029,0.0002,0.0317,0.0315,0.0123,0.0007
chapman_ningbo,RBBB,chapman_ningbo,home,mondrian,all,all,329,329,False,0.8857,0.0247,0.8529,0.9163,0.0635,0.8625,0.0232
chapman_ningbo,RBBB,chapman_ningbo,home,mondrian,sex,male,235,235,False,0.8777,0.0211,0.8373,0.9149,0.0776,0.8589,0.0187
chapman_ningbo,RBBB,chapman_ningbo,home,mondrian,sex,female,94,94,False,0.9056,0.035,0.8497,0.9511,0.1014,0.8714,0.0342
chapman_ningbo,RBBB,chapman_ningbo,home,mondrian,age,<50,32,32,False,0.8825,0.0144,0.7581,0.9761,0.218,0.8727,0.0098
chapman_ningbo,RBBB,chapman_ningbo,home,mondrian,age,50-64,52,52,False,0.8683,0.0335,0.7774,0.9445,0.1671,0.8415,0.0267
chapman_ningbo,RBBB,chapman_ningbo,home,mondrian,age,65-74,87,87,False,0.9128,0.0174,0.8537,0.9633,0.1096,0.8943,0.0185
chapman_ningbo,RBBB,chapman_ningbo,home,mondrian,age,>=75,158,158,False,0.8771,0.0296,0.8291,0.9205,0.0915,0.8498,0.0272
chapman_ningbo,RBBB,georgia,away,none,all,all,214,214,False,0.0123,0.0038,0.001,0.0274,0.0264,0.0113,0.001
chapman_ningbo,RBBB,georgia,away,none,sex,male,141,141,False,0.0116,0.0058,0.0001,0.029,0.0289,0.0101,0.0015
chapman_ningbo,RBBB,georgia,away,none,sex,female,73,73,False,0.0137,0.0,0.0,0.0411,0.0411,0.0137,0.0
chapman_ningbo,RBBB,georgia,away,none,age,<50,37,37,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,RBBB,georgia,away,none,age,50-64,53,53,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,RBBB,georgia,away,none,age,65-74,57,57,False,0.011,0.014,0.0,0.0298,0.0298,0.0075,0.0035
chapman_ningbo,RBBB,georgia,away,none,age,>=75,63,63,False,0.0319,0.0016,0.0,0.0795,0.0795,0.0317,0.0002
chapman_ningbo,RBBB,georgia,away,mondrian,all,all,214,214,False,0.8343,0.0232,0.781,0.8794,0.0984,0.8095,0.0248
chapman_ningbo,RBBB,georgia,away,mondrian,sex,male,141,141,False,0.8411,0.0228,0.782,0.8954,0.1135,0.8149,0.0261
chapman_ningbo,RBBB,georgia,away,mondrian,sex,female,73,73,False,0.8212,0.0241,0.7386,0.9025,0.164,0.799,0.0221
chapman_ningbo,RBBB,georgia,away,mondrian,age,<50,37,37,False,0.6924,0.0385,0.5505,0.8318,0.2812,0.6591,0.0334
chapman_ningbo,RBBB,georgia,away,mondrian,age,50-64,53,53,False,0.7292,0.0401,0.6152,0.8345,0.2194,0.6955,0.0338
chapman_ningbo,RBBB,georgia,away,mondrian,age,65-74,57,57,False,0.8523,0.0189,0.754,0.9364,0.1824,0.8335,0.0188
chapman_ningbo,RBBB,georgia,away,mondrian,age,>=75,63,63,False,0.9791,0.015,0.944,0.9991,0.0551,0.9615,0.0176
chapman_ningbo,RBBB,cpsc,away,none,all,all,774,774,False,0.0066,0.0021,0.002,0.0121,0.0101,0.0061,0.0006
chapman_ningbo,RBBB,cpsc,away,none,sex,male,503,503,False,0.0066,0.0011,0.0006,0.0145,0.0139,0.0064,0.0002
chapman_ningbo,RBBB,cpsc,away,none,sex,female,271,271,False,0.0067,0.0042,0.0005,0.0157,0.0152,0.0054,0.0013
chapman_ningbo,RBBB,cpsc,away,none,age,<50,153,153,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,RBBB,cpsc,away,none,age,50-64,192,192,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chapman_ningbo,RBBB,cpsc,away,none,age,65-74,200,200,False,0.0166,0.0045,0.0022,0.0359,0.0337,0.0152,0.0014
chapman_ningbo,RBBB,cpsc,away,none,age,>=75,228,228,False,0.008,0.0037,0.0,0.0191,0.0191,0.0073,0.0007
chapman_ningbo,RBBB,cpsc,away,mondrian,all,all,774,774,False,0.6734,0.0147,0.6402,0.7068,0.0666,0.6611,0.0123
chapman_ningbo,RBBB,cpsc,away,mondrian,sex,male,503,503,False,0.6483,0.0143,0.6085,0.688,0.0795,0.6364,0.0119
chapman_ningbo,RBBB,cpsc,away,mondrian,sex,female,271,271,False,0.7201,0.0158,0.6676,0.7721,0.1045,0.707,0.0131
chapman_ningbo,RBBB,cpsc,away,mondrian,age,<50,153,153,False,0.4279,0.015,0.3517,0.5016,0.1499,0.4171,0.0109
chapman_ningbo,RBBB,cpsc,away,mondrian,age,50-64,192,192,False,0.5872,0.0148,0.5129,0.6543,0.1414,0.5753,0.0119
chapman_ningbo,RBBB,cpsc,away,mondrian,age,65-74,200,200,False,0.7481,0.0182,0.6841,0.8012,0.1171,0.7345,0.0136
chapman_ningbo,RBBB,cpsc,away,mondrian,age,>=75,228,228,False,0.8482,0.0143,0.8011,0.8913,0.0901,0.8356,0.0126
chapman_ningbo,IAVB,ptbxl,away,none,all,all,385,340,False,0.1845,0.0182,0.1469,0.2233,0.0764,0.1803,0.0042
chapman_ningbo,IAVB,ptbxl,away,none,sex,male,213,189,False,0.1789,0.0188,0.1285,0.2321,0.1035,0.1747,0.0041
chapman_ningbo,IAVB,ptbxl,away,none,sex,female,172,151,False,0.1914,0.0181,0.1382,0.2509,0.1127,0.1871,0.0043
chapman_ningbo,IAVB,ptbxl,away,none,age,<50,26,25,False,0.2694,0.0371,0.1202,0.4434,0.3233,0.2631,0.0063
chapman_ningbo,IAVB,ptbxl,away,none,age,50-64,70,60,False,0.1786,0.0223,0.0852,0.2852,0.2,0.1737,0.0049
chapman_ningbo,IAVB,ptbxl,away,none,age,65-74,109,98,False,0.2484,0.0287,0.1716,0.3291,0.1575,0.2415,0.007
chapman_ningbo,IAVB,ptbxl,away,none,age,>=75,180,158,False,0.1357,0.0099,0.0882,0.1854,0.0972,0.1338,0.0019
chapman_ningbo,IAVB,ptbxl,away,mondrian,all,all,385,340,False,0.9391,0.0455,0.9183,0.9571,0.0388,0.8773,0.0618
chapman_ningbo,IAVB,ptbxl,away,mondrian,sex,male,213,189,False,0.9516,0.0412,0.9239,0.974,0.0501,0.8931,0.0585
chapman_ningbo,IAVB,ptbxl,away,mondrian,sex,female,172,151,False,0.9237,0.0514,0.8899,0.9544,0.0645,0.8578,0.0659
chapman_ningbo,IAVB,ptbxl,away,mondrian,age,<50,26,25,False,0.8729,0.0318,0.7364,0.969,0.2326,0.8448,0.0281
chapman_ningbo,IAVB,ptbxl,away,mondrian,age,50-64,70,60,False,0.9649,0.0369,0.9288,0.9901,0.0613,0.9148,0.0501
chapman_ningbo,IAVB,ptbxl,away,mondrian,age,65-74,109,98,False,0.9433,0.042,0.9067,0.974,0.0674,0.8846,0.0587
chapman_ningbo,IAVB,ptbxl,away,mondrian,age,>=75,180,158,False,0.9362,0.0549,0.906,0.9625,0.0565,0.8631,0.0731
chapman_ningbo,IAVB,sph,away,none,all,all,67,67,False,0.3835,0.0311,0.2709,0.4952,0.2243,0.3766,0.0069
chapman_ningbo,IAVB,sph,away,none,sex,male,49,49,False,0.3844,0.0167,0.2584,0.5186,0.2602,0.3806,0.0038
chapman_ningbo,IAVB,sph,away,none,sex,female,18,18,True,0.3811,0.0741,0.1747,0.5861,0.4114,0.3658,0.0153
chapman_ningbo,IAVB,sph,away,none,age,<50,10,10,True,0.5135,0.0685,0.2225,0.7995,0.577,0.504,0.0095
chapman_ningbo,IAVB,sph,away,none,age,50-64,13,13,True,0.3846,0.0,0.1538,0.6923,0.5385,0.3846,0.0
chapman_ningbo,IAVB,sph,away,none,age,65-74,19,19,True,0.3776,0.02,0.1671,0.5882,0.4211,0.3739,0.0037
chapman_ningbo,IAVB,sph,away,none,age,>=75,25,25,False,0.3354,0.0533,0.1626,0.5132,0.3507,0.3236,0.0118
chapman_ningbo,IAVB,sph,away,mondrian,all,all,67,67,False,0.9766,0.0159,0.9447,0.9993,0.0546,0.9551,0.0215
chapman_ningbo,IAVB,sph,away,mondrian,sex,male,49,49,False,0.987,0.0192,0.966,0.9994,0.0334,0.9604,0.0266
chapman_ningbo,IAVB,sph,away,mondrian,sex,female,18,18,True,0.9483,0.0153,0.8453,1.0,0.1547,0.9408,0.0075
chapman_ningbo,IAVB,sph,away,mondrian,age,<50,10,10,True,1.0,0.0,1.0,1.0,0.0,1.0,0.0
chapman_ningbo,IAVB,sph,away,mondrian,age,50-64,13,13,True,0.9985,0.0153,0.9962,1.0,0.0038,0.9765,0.0219
chapman_ningbo,IAVB,sph,away,mondrian,age,65-74,19,19,True,0.9918,0.0212,0.9763,1.0,0.0237,0.9734,0.0184
chapman_ningbo,IAVB,sph,away,mondrian,age,>=75,25,25,False,0.9444,0.0271,0.8522,0.9996,0.1474,0.9122,0.0322
chapman_ningbo,IAVB,chapman_ningbo,home,none,all,all,229,229,False,0.1637,0.0192,0.1217,0.2123,0.0907,0.1593,0.0044
chapman_ningbo,IAVB,chapman_ningbo,home,none,sex,male,174,174,False,0.1641,0.0209,0.1165,0.2193,0.1028,0.1594,0.0047
chapman_ningbo,IAVB,chapman_ningbo,home,none,sex,female,55,55,False,0.1626,0.0152,0.0731,0.2604,0.1873,0.1591,0.0035
chapman_ningbo,IAVB,chapman_ningbo,home,none,age,<50,17,17,True,0.0588,0.0,0.0,0.1765,0.1765,0.0588,0.0
chapman_ningbo,IAVB,chapman_ningbo,home,none,age,50-64,54,54,False,0.2633,0.0337,0.1542,0.3748,0.2207,0.2554,0.008
chapman_ningbo,IAVB,chapman_ningbo,home,none,age,65-74,59,59,False,0.1647,0.0225,0.0794,0.2656,0.1862,0.1614,0.0034
chapman_ningbo,IAVB,chapman_ningbo,home,none,age,>=75,99,99,False,0.1268,0.0163,0.0674,0.1908,0.1234,0.123,0.0038
chapman_ningbo,IAVB,chapman_ningbo,home,mondrian,all,all,229,229,False,0.9457,0.0331,0.9205,0.9685,0.048,0.9021,0.0436
chapman_ningbo,IAVB,chapman_ningbo,home,mondrian,sex,male,174,174,False,0.9601,0.0344,0.9364,0.9807,0.0443,0.913,0.047
chapman_ningbo,IAVB,chapman_ningbo,home,mondrian,sex,female,55,55,False,0.9004,0.0325,0.8244,0.9656,0.1412,0.8676,0.0327
chapman_ningbo,IAVB,chapman_ningbo,home,mondrian,age,<50,17,17,True,0.99,0.0296,0.9724,0.9994,0.0271,0.9544,0.0356
chapman_ningbo,IAVB,chapman_ningbo,home,mondrian,age,50-64,54,54,False,0.9779,0.0121,0.9394,0.9997,0.0603,0.9614,0.0165
chapman_ningbo,IAVB,chapman_ningbo,home,mondrian,age,65-74,59,59,False,0.9476,0.0396,0.8986,0.9859,0.0874,0.8875,0.0601
chapman_ningbo,IAVB,chapman_ningbo,home,mondrian,age,>=75,99,99,False,0.9194,0.0428,0.8738,0.962,0.0882,0.8695,0.0499
chapman_ningbo,IAVB,georgia,away,none,all,all,314,314,False,0.2368,0.013,0.1934,0.2822,0.0888,0.2338,0.003
chapman_ningbo,IAVB,georgia,away,none,sex,male,211,211,False,0.2267,0.0138,0.171,0.2823,0.1114,0.2236,0.0031
chapman_ningbo,IAVB,georgia,away,none,sex,female,103,103,False,0.2576,0.0118,0.1714,0.3448,0.1734,0.2548,0.0028
chapman_ningbo,IAVB,georgia,away,none,age,<50,26,26,False,0.2417,0.0174,0.0879,0.4065,0.3187,0.2394,0.0023
chapman_ningbo,IAVB,georgia,away,none,age,50-64,85,85,False,0.3419,0.009,0.2426,0.4447,0.2021,0.3401,0.0018
chapman_ningbo,IAVB,georgia,away,none,age,65-74,88,88,False,0.2023,0.0052,0.1224,0.2906,0.1682,0.2012,0.0011
chapman_ningbo,IAVB,georgia,away,none,age,>=75,114,114,False,0.1861,0.0247,0.12,0.2565,0.1365,0.1805,0.0056
chapman_ningbo,IAVB,georgia,away,mondrian,all,all,314,314,False,0.9512,0.0295,0.9293,0.9705,0.0412,0.9096,0.0416
chapman_ningbo,IAVB,georgia,away,mondrian,sex,male,211,211,False,0.9479,0.0302,0.9216,0.9713,0.0496,0.9086,0.0393
chapman_ningbo,IAVB,georgia,away,mondrian,sex,female,103,103,False,0.9578,0.0296,0.923,0.9862,0.0631,0.9116,0.0462
chapman_ningbo,IAVB,georgia,away,mondrian,age,<50,26,26,False,0.9758,0.0354,0.9365,0.9988,0.0623,0.9304,0.0454
chapman_ningbo,IAVB,georgia,away,mondrian,age,50-64,85,85,False,0.9709,0.0254,0.9419,0.9936,0.0517,0.9355,0.0354
chapman_ningbo,IAVB,georgia,away,mondrian,age,65-74,88,88,False,0.9569,0.0217,0.9146,0.9882,0.0736,0.9265,0.0304
chapman_ningbo,IAVB,georgia,away,mondrian,age,>=75,114,114,False,0.926,0.0393,0.8832,0.9646,0.0814,0.8717,0.0543
chapman_ningbo,IAVB,cpsc,away,none,all,all,334,334,False,0.2701,0.0145,0.2233,0.317,0.0937,0.2665,0.0035
chapman_ningbo,IAVB,cpsc,away,none,sex,male,225,225,False,0.2486,0.0161,0.193,0.306,0.113,0.2445,0.0041
chapman_ningbo,IAVB,cpsc,away,none,sex,female,109,109,False,0.3144,0.0118,0.2301,0.3983,0.1681,0.3121,0.0024
chapman_ningbo,IAVB,cpsc,away,none,age,<50,36,36,False,0.2554,0.0202,0.127,0.4068,0.2797,0.2506,0.0049
chapman_ningbo,IAVB,cpsc,away,none,age,50-64,81,81,False,0.274,0.0072,0.1829,0.3728,0.1899,0.2726,0.0014
chapman_ningbo,IAVB,cpsc,away,none,age,65-74,96,96,False,0.2746,0.0191,0.1873,0.3621,0.1747,0.2711,0.0035
chapman_ningbo,IAVB,cpsc,away,none,age,>=75,121,121,False,0.2682,0.0165,0.1905,0.3472,0.1567,0.2636,0.0046
chapman_ningbo,IAVB,cpsc,away,mondrian,all,all,334,334,False,0.9211,0.0349,0.8946,0.9447,0.0501,0.8732,0.0479
chapman_ningbo,IAVB,cpsc,away,mondrian,sex,male,225,225,False,0.9294,0.0351,0.9,0.9566,0.0566,0.8839,0.0455
chapman_ningbo,IAVB,cpsc,away,mondrian,sex,female,109,109,False,0.904,0.0366,0.8533,0.9524,0.0991,0.8511,0.0528
chapman_ningbo,IAVB,cpsc,away,mondrian,age,<50,36,36,False,0.9267,0.0331,0.8432,0.9917,0.1485,0.8851,0.0415
chapman_ningbo,IAVB,cpsc,away,mondrian,age,50-64,81,81,False,0.8931,0.0285,0.8261,0.9499,0.1238,0.8554,0.0378
chapman_ningbo,IAVB,cpsc,away,mondrian,age,65-74,96,96,False,0.9422,0.04,0.9029,0.9754,0.0725,0.8911,0.051
chapman_ningbo,IAVB,cpsc,away,mondrian,age,>=75,121,121,False,0.9214,0.0428,0.8788,0.9578,0.079,0.8674,0.054
georgia,NSR,ptbxl,away,none,all,all,6614,5923,False,0.1725,0.017,0.1633,0.1819,0.0186,0.1702,0.0023
georgia,NSR,ptbxl,away,none,sex,male,3434,3011,False,0.1436,0.0155,0.132,0.1559,0.0239,0.1416,0.002
georgia,NSR,ptbxl,away,none,sex,female,3180,2912,False,0.2036,0.0187,0.1897,0.2178,0.0281,0.2011,0.0025
georgia,NSR,ptbxl,away,none,age,<50,1843,1695,False,0.2947,0.0242,0.2743,0.3147,0.0404,0.2915,0.0032
georgia,NSR,ptbxl,away,none,age,50-64,2100,1860,False,0.1741,0.0193,0.1584,0.1904,0.032,0.1717,0.0025
georgia,NSR,ptbxl,away,none,age,65-74,1450,1296,False,0.0992,0.0125,0.0836,0.1158,0.0322,0.0975,0.0016
georgia,NSR,ptbxl,away,none,age,>=75,1221,1087,False,0.0722,0.0078,0.0583,0.0872,0.0288,0.0711,0.0012
georgia,NSR,ptbxl,away,mondrian,all,all,6614,5923,False,0.6814,0.0203,0.6693,0.694,0.0247,0.6711,0.0103
georgia,NSR,ptbxl,away,mondrian,sex,male,3434,3011,False,0.6441,0.0215,0.6271,0.6618,0.0346,0.6332,0.0109
georgia,NSR,ptbxl,away,mondrian,sex,female,3180,2912,False,0.7217,0.0191,0.7047,0.7382,0.0335,0.712,0.0097
georgia,NSR,ptbxl,away,mondrian,age,<50,1843,1695,False,0.8555,0.0172,0.8384,0.8721,0.0337,0.8469,0.0087
georgia,NSR,ptbxl,away,mondrian,age,50-64,2100,1860,False,0.7089,0.0194,0.6863,0.7309,0.0446,0.6991,0.0098
georgia,NSR,ptbxl,away,mondrian,age,65-74,1450,1296,False,0.5977,0.0225,0.5712,0.6247,0.0535,0.5862,0.0115
georgia,NSR,ptbxl,away,mondrian,age,>=75,1221,1087,False,0.4709,0.0243,0.4425,0.4997,0.0572,0.4584,0.0124
georgia,NSR,chapman_ningbo,away,none,all,all,1480,1480,False,0.2948,0.0252,0.2735,0.3169,0.0434,0.2914,0.0034
georgia,NSR,chapman_ningbo,away,none,sex,male,673,673,False,0.2299,0.0202,0.2006,0.263,0.0624,0.2271,0.0028
georgia,NSR,chapman_ningbo,away,none,sex,female,807,807,False,0.3488,0.0294,0.3185,0.38,0.0615,0.345,0.0039
georgia,NSR,chapman_ningbo,away,none,age,<50,574,574,False,0.3228,0.0268,0.2859,0.3587,0.0728,0.3191,0.0037
georgia,NSR,chapman_ningbo,away,none,age,50-64,493,493,False,0.3161,0.0259,0.2754,0.357,0.0816,0.3125,0.0036
georgia,NSR,chapman_ningbo,away,none,age,65-74,260,260,False,0.2593,0.029,0.2087,0.3146,0.106,0.256,0.0034
georgia,NSR,chapman_ningbo,away,none,age,>=75,153,153,False,0.1812,0.0135,0.1269,0.244,0.1171,0.1797,0.0014
georgia,NSR,chapman_ningbo,away,mondrian,all,all,1480,1480,False,0.844,0.0129,0.8254,0.8623,0.0369,0.8376,0.0064
georgia,NSR,chapman_ningbo,away,mondrian,sex,male,673,673,False,0.8076,0.0141,0.7786,0.837,0.0583,0.8003,0.0073
georgia,NSR,chapman_ningbo,away,mondrian,sex,female,807,807,False,0.8743,0.012,0.8525,0.8963,0.0439,0.8686,0.0057
georgia,NSR,chapman_ningbo,away,mondrian,age,<50,574,574,False,0.8796,0.0114,0.8544,0.9062,0.0517,0.8742,0.0053
georgia,NSR,chapman_ningbo,away,mondrian,age,50-64,493,493,False,0.8678,0.0098,0.8373,0.8972,0.06,0.8627,0.0051
georgia,NSR,chapman_ningbo,away,mondrian,age,65-74,260,260,False,0.8245,0.0178,0.7781,0.867,0.0888,0.8157,0.0088
georgia,NSR,chapman_ningbo,away,mondrian,age,>=75,153,153,False,0.6669,0.0226,0.5964,0.7359,0.1395,0.6561,0.0108
georgia,NSR,georgia,home,none,all,all,715,715,False,0.4338,0.0248,0.3996,0.4693,0.0698,0.4302,0.0036
georgia,NSR,georgia,home,none,sex,male,316,316,False,0.4274,0.0248,0.3747,0.4807,0.1061,0.4241,0.0033
georgia,NSR,georgia,home,none,sex,female,399,399,False,0.4388,0.0251,0.3918,0.4846,0.0927,0.4351,0.0038
georgia,NSR,georgia,home,none,age,<50,271,271,False,0.4689,0.023,0.4102,0.5265,0.1163,0.4661,0.0028
georgia,NSR,georgia,home,none,age,50-64,244,244,False,0.4643,0.0331,0.4035,0.5238,0.1202,0.4588,0.0055
georgia,NSR,georgia,home,none,age,65-74,133,133,False,0.3853,0.0209,0.3059,0.4706,0.1647,0.3826,0.0026
georgia,NSR,georgia,home,none,age,>=75,59,59,False,0.2804,0.0213,0.1723,0.3936,0.2213,0.2789,0.0015
georgia,NSR,georgia,home,mondrian,all,all,715,715,False,0.9346,0.0082,0.9166,0.9519,0.0353,0.9305,0.0041
georgia,NSR,georgia,home,mondrian,sex,male,316,316,False,0.9348,0.0089,0.9072,0.96,0.0528,0.9308,0.004
georgia,NSR,georgia,home,mondrian,sex,female,399,399,False,0.9345,0.0078,0.9099,0.9559,0.046,0.9303,0.0042
georgia,NSR,georgia,home,mondrian,age,<50,271,271,False,0.9571,0.0062,0.9314,0.9789,0.0475,0.9545,0.0025
georgia,NSR,georgia,home,mondrian,age,50-64,244,244,False,0.9352,0.0099,0.9048,0.9633,0.0585,0.9302,0.0049
georgia,NSR,georgia,home,mondrian,age,65-74,133,133,False,0.9192,0.0084,0.8727,0.9614,0.0887,0.9151,0.0041
georgia,NSR,georgia,home,mondrian,age,>=75,59,59,False,0.8568,0.0164,0.7624,0.9401,0.1777,0.8499,0.0069
georgia,NSR,cpsc,away,none,all,all,361,361,False,0.4614,0.0341,0.4124,0.5089,0.0965,0.4576,0.0038
georgia,NSR,cpsc,away,none,sex,male,145,145,False,0.346,0.0345,0.2747,0.4216,0.1469,0.3415,0.0045
georgia,NSR,cpsc,away,none,sex,female,216,216,False,0.5389,0.0341,0.4745,0.6022,0.1277,0.5356,0.0032
georgia,NSR,cpsc,away,none,age,<50,233,233,False,0.4995,0.0398,0.4387,0.5614,0.1228,0.4952,0.0043
georgia,NSR,cpsc,away,none,age,50-64,78,78,False,0.4469,0.0289,0.3366,0.5546,0.218,0.4435,0.0034
georgia,NSR,cpsc,away,none,age,65-74,35,35,False,0.3784,0.0254,0.2227,0.5417,0.319,0.3761,0.0023
georgia,NSR,cpsc,away,none,age,>=75,13,13,True,0.1604,0.0215,0.0,0.3846,0.3846,0.1592,0.0012
georgia,NSR,cpsc,away,mondrian,all,all,361,361,False,0.9422,0.004,0.9178,0.9661,0.0483,0.9401,0.0021
georgia,NSR,cpsc,away,mondrian,sex,male,145,145,False,0.9171,0.0024,0.8689,0.9584,0.0896,0.9166,0.0005
georgia,NSR,cpsc,away,mondrian,sex,female,216,216,False,0.9591,0.0058,0.9316,0.9818,0.0502,0.9559,0.0032
georgia,NSR,cpsc,away,mondrian,age,<50,233,233,False,0.9508,0.0029,0.9228,0.9782,0.0555,0.9493,0.0015
georgia,NSR,cpsc,away,mondrian,age,50-64,78,78,False,0.9193,0.0061,0.8553,0.9741,0.1188,0.9162,0.0031
georgia,NSR,cpsc,away,mondrian,age,65-74,35,35,False,0.9419,0.0053,0.8561,1.0,0.1439,0.9404,0.0014
georgia,NSR,cpsc,away,mondrian,age,>=75,13,13,True,0.9227,0.0122,0.7692,1.0,0.2308,0.9192,0.0035
georgia,AF,ptbxl,away,none,all,all,550,467,False,0.0115,0.0045,0.0031,0.0232,0.02,0.0109,0.0006
georgia,AF,ptbxl,away,none,sex,male,300,255,False,0.012,0.0046,0.0,0.0296,0.0296,0.0114,0.0006
georgia,AF,ptbxl,away,none,sex,female,250,212,False,0.0108,0.0052,0.0006,0.0268,0.0262,0.0103,0.0006
georgia,AF,ptbxl,away,none,age,<50,25,24,False,0.0372,0.0102,0.0,0.1163,0.1163,0.0372,-0.0
georgia,AF,ptbxl,away,none,age,50-64,115,95,False,0.0131,0.0056,0.0,0.0335,0.0335,0.0127,0.0005
georgia,AF,ptbxl,away,none,age,65-74,155,125,False,0.0147,0.0074,0.0001,0.0416,0.0415,0.0135,0.0013
georgia,AF,ptbxl,away,none,age,>=75,255,223,False,0.0062,0.003,0.0,0.0184,0.0184,0.0059,0.0003
georgia,AF,ptbxl,away,mondrian,all,all,550,467,False,0.9858,0.0173,0.9781,0.992,0.014,0.9727,0.0131
georgia,AF,ptbxl,away,mondrian,sex,male,300,255,False,0.9884,0.0187,0.98,0.9951,0.015,0.9742,0.0141
georgia,AF,ptbxl,away,mondrian,sex,female,250,212,False,0.9828,0.016,0.9687,0.9934,0.0247,0.9709,0.0119
georgia,AF,ptbxl,away,mondrian,age,<50,25,24,False,0.9174,0.0441,0.8082,0.9923,0.1841,0.8858,0.0316
georgia,AF,ptbxl,away,mondrian,age,50-64,115,95,False,0.9709,0.0332,0.9459,0.99,0.0441,0.9449,0.026
georgia,AF,ptbxl,away,mondrian,age,65-74,155,125,False,0.9957,0.0108,0.9916,0.999,0.0073,0.9871,0.0086
georgia,AF,ptbxl,away,mondrian,age,>=75,255,223,False,0.9933,0.0124,0.9881,0.9974,0.0094,0.9851,0.0082
georgia,AF,sph,away,none,all,all,216,199,False,0.0093,0.0035,0.0,0.0224,0.0223,0.0091,0.0002
georgia,AF,sph,away,none,sex,male,135,124,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
georgia,AF,sph,away,none,sex,female,81,75,False,0.0248,0.0094,0.0002,0.0618,0.0616,0.0242,0.0006
georgia,AF,sph,away,none,age,<50,18,17,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
georgia,AF,sph,away,none,age,50-64,67,63,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
georgia,AF,sph,away,none,age,65-74,72,63,False,0.0153,0.0074,0.0,0.0479,0.0479,0.0148,0.0005
georgia,AF,sph,away,none,age,>=75,59,56,False,0.0154,0.0052,0.0,0.0477,0.0477,0.0152,0.0003
georgia,AF,sph,away,mondrian,all,all,216,199,False,0.9947,0.002,0.9848,1.0,0.0152,0.9937,0.001
georgia,AF,sph,away,mondrian,sex,male,135,124,False,0.9989,0.0032,0.9969,1.0,0.0031,0.9973,0.0016
georgia,AF,sph,away,mondrian,sex,female,81,75,False,0.9877,0.0,0.9625,1.0,0.0375,0.9877,0.0
georgia,AF,sph,away,mondrian,age,<50,18,17,True,1.0,0.0,1.0,1.0,0.0,1.0,0.0
georgia,AF,sph,away,mondrian,age,50-64,67,63,False,1.0,0.0,1.0,1.0,0.0,1.0,0.0
georgia,AF,sph,away,mondrian,age,65-74,72,63,False,0.998,0.006,0.994,1.0,0.006,0.995,0.003
georgia,AF,sph,away,mondrian,age,>=75,59,56,False,0.9831,0.0,0.95,1.0,0.05,0.9831,-0.0
georgia,AF,chapman_ningbo,away,none,all,all,321,321,False,0.0048,0.0018,0.0,0.0126,0.0126,0.0047,0.0001
georgia,AF,chapman_ningbo,away,none,sex,male,191,191,False,0.0028,0.0029,0.0,0.0083,0.0083,0.0027,0.0002
georgia,AF,chapman_ningbo,away,none,sex,female,130,130,False,0.0077,0.0005,0.0,0.0232,0.0232,0.0077,0.0
georgia,AF,chapman_ningbo,away,none,age,<50,17,17,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
georgia,AF,chapman_ningbo,away,none,age,50-64,52,52,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
georgia,AF,chapman_ningbo,away,none,age,65-74,85,85,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0
georgia,AF,chapman_ningbo,away,none,age,>=75,167,167,False,0.0093,0.0034,0.0,0.0244,0.0244,0.0091,0.0002
georgia,AF,chapman_ningbo,away,mondrian,all,all,321,321,False,0.999,0.003,0.9979,0.9999,0.002,0.9966,0.0024
georgia,AF,chapman_ningbo,away,mondrian,sex,male,191,191,False,0.9994,0.0021,0.9984,1.0,0.0016,0.9973,0.0021
georgia,AF,chapman_ningbo,away,mondrian,sex,female,130,130,False,0.9985,0.0044,0.996,1.0,0.004,0.9955,0.003
georgia,AF,chapman_ningbo,away,mondrian,age,<50,17,17,True,1.0,0.0,1.0,1.0,0.0,0.9997,0.0003
georgia,AF,chapman_ningbo,away,mondrian,age,50-64,52,52,False,1.0,0.0,1.0,1.0,0.0,0.9988,0.0012
georgia,AF,chapman_ningbo,away,mondrian,age,65-74,85,85,False,1.0,0.0,1.0,1.0,0.0,0.9988,0.0012
georgia,AF,chapman_ningbo,away,mondrian,age,>=75,167,167,False,0.9981,0.0057,0.9959,0.9998,0.0039,0.9945,0.0037
georgia,AF,georgia,home,none,all,all,215,215,False,0.0119,0.0058,0.0015,0.0272,0.0257,0.0114,0.0005
georgia,AF,georgia,home,none,sex,male,131,131,False,0.0075,0.0011,0.0,0.0224,0.0224,0.0075,0.0
